product_id,product_name,median_value_score,mean_value_score,markets_evaluated,median_weighted_rating,median_price_usd,max_review_count
146776,FORSÅ,0.45061728395061734,0.4131902560677842,7,4.6977467422968795,22.97701149425287,1937.0
152159,IKEA 365+ VÄRDEFULL,-0.009554140127388533,-0.07950514623559195,17,4.498684446389542,4.586206896551724,594.0
159014,BYHOLMA,-0.007204610951008661,-0.0706076375188465,9,4.672294850254088,11.44902634593356,141.0
160215,LURÖY,-0.5607386432834003,-0.5468181794313688,4,3.7048397583447494,42.03497084280907,2791.0
165213,URBAN,0.5170278637770898,0.4110846084329816,25,4.695406549729301,51.712643678160916,941.0
177225,STÖDJA,0.5284974093264249,0.3805752692762102,11,4.4992613588902755,3.850516387081368,1072.0
185287,OLEBY,-0.4090380952380952,-0.3885156361516236,6,4.567838039387655,17.474564072560668,89.0
186041,LÄMPLIG,0.10312499999999997,0.09879751755753359,19,4.58793926477037,3.4367816091954024,630.0
186395,SKUBB,-0.22911963882618502,-0.25215609740783806,19,4.597518934467047,17.879529580323563,1032.0
190689,DUKTIG,0.5259259259259259,0.5253880833658195,21,4.780111798687179,4.586206896551724,294.0
204672,UTRUSTA,-0.3308693223118651,-0.31307043240127164,18,3.8322264513398903,22.514667969656337,348.0
205501,BODBYN,-0.24026912712151768,-0.20393153851018497,6,4.226870650236258,44.990186066387096,153.0
208670,TORKAD,-0.12738853503184713,-0.11575268673047585,23,4.306469632385186,3.4367816091954024,414.0
211088,STEFAN,-0.06645569620253164,-0.07237226712470521,21,4.400802971097982,34.47126436781609,1221.0
